(0,0,0)	1
(1,1,4)	1
(1,2,19)	1
(1,4,18)	1
(1,4,27)	1
(1,5,13)	1
(1,6,18)	1
(1,6,22)	1
(1,6,32)	1
(1,9,41)	1
(1,10,22)	1
(1,11,37)	1
(1,12,16)	1
(1,13,24)	1
(1,13,31)	1
(1,14,43)	1
(1,16,1)	1
(1,16,19)	1
(1,17,3)	1
(1,19,28)	1
(2,1,25)	1
(2,2,17)	1
(2,7,15)	1
(2,7,22)	1
(2,7,31)	1
(2,7,36)	1
(2,8,7)	1
(2,9,34)	1
(2,9,43)	1
(3,1,37)	1
(3,4,6)	1
(3,7,36)	1
(3,8,10)	1
(3,8,20)	1
(3,9,10)	1
(3,9,37)	1
(3,10,18)	1
(3,10,19)	1
(3,11,15)	1
(3,12,16)	1
(3,12,49)	1
(3,13,28)	1
(3,13,30)	1
(3,13,42)	1
(3,14,37)	1
(3,15,25)	1
(3,15,29)	1
(3,16,12)	1
(3,17,19)	1
(3,17,22)	1
(3,19,21)	1
(3,19,29)	1
(3,19,31)	1
(3,20,23)	1
(3,20,47)	1
(3,21,18)	2
(3,23,8)	1
(3,23,11)	1
(3,23,38)	1
(3,28,27)	1
(3,29,32)	1
(3,30,32)	1
(3,31,14)	1
(3,31,19)	1
(3,31,25)	1
(3,32,35)	1
(4,1,50)	1
(4,4,8)	1
(4,4,15)	1
(4,9,4)	1
(4,9,5)	1
(4,9,20)	1
(4,9,36)	1
(4,12,21)	1
(4,12,26)	1
(4,17,3)	1
(4,18,25)	1
(4,19,34)	1
(4,21,22)	1
(4,22,23)	1
(4,22,60)	1
(4,23,4)	1
(4,24,7)	1
(4,25,50)	1
(4,25,51)	1
(4,28,10)	1
(4,29,40)	1
(4,29,54)	1
(4,29,72)	1
(5,1,27)	1
(5,3,3)	1
(5,3,14)	1
(5,4,12)	1
(5,5,3)	1
(5,5,34)	2
(5,6,2)	1
(5,6,6)	2
(5,6,8)	1
(5,8,18)	1
(5,9,5)	1
(5,9,6)	1
(5,9,18)	1
(5,9,19)	3
(5,9,21)	1
(5,13,10)	1
(5,13,20)	1
(5,14,2)	1
(5,14,9)	1
(5,14,11)	1
(5,14,21)	1
(5,17,9)	1
(5,17,12)	1
(5,18,5)	1
(5,18,30)	1
(5,19,25)	1
(5,20,2)	1
(5,20,3)	2
(5,20,9)	1
(5,20,22)	1
(5,22,14)	1
(5,23,8)	1
(5,24,16)	1
(5,24,30)	1
(5,25,3)	1
(5,26,13)	1
(5,26,15)	1
(5,26,18)	1
(5,26,19)	1
(5,26,30)	1
(6,1,8)	1
(6,1,66)	1
(6,2,1)	1
(6,4,20)	1
(6,5,8)	1
(6,5,37)	1
(6,5,39)	1
(6,8,6)	1
(6,10,10)	1
(6,16,24)	1
(6,16,32)	1
(6,16,44)	1
(6,17,10)	1
(6,17,36)	1
(6,18,49)	1
(7,3,32)	1
(7,5,24)	1
(7,7,1)	1
(7,7,23)	1
(7,8,27)	1
(7,8,29)	1
(7,10,6)	1
(7,10,9)	1
(7,10,39)	1
(7,12,15)	1
(7,13,23)	1
(7,15,35)	1
(7,15,66)	1
(8,2,19)	1
(8,2,30)	1
(8,3,7)	1
(8,6,28)	1
(8,12,18)	1
(8,12,22)	1
(8,22,1)	1
(8,22,23)	1
(9,8,6)	1
(9,9,43)	1
(9,18,51)	1
(9,20,4)	1
(9,24,58)	1
(10,12,13)	1
(10,13,28)	1
(10,16,25)	1
(10,18,5)	1
(10,33,10)	1
(10,35,10)	1
(10,36,3)	1
(10,41,15)	1
(10,42,29)	1
(10,51,59)	1
(10,78,23)	1
(10,81,37)	1
(10,81,38)	1
(10,83,12)	2
(10,83,22)	1
(10,84,63)	1
(10,87,15)	1
(10,89,45)	1
(11,8,31)	1
(11,9,30)	1
(11,11,7)	1
(11,26,4)	1
(11,26,33)	1
(11,29,12)	1
(11,29,34)	1
(12,2,6)	1
(12,6,58)	1
