vol.	page	parva	adhy.	from v.	to v.	ipage	
6	628	15	29	49	52	19a	
6	628	15	30	1	19	19a	
6	629	15	30	20	24	19b	
6	629	15	31	1	18	19b	
6	630	15	31	19	25	20a	
6	630	15	32	1	7	20a	
6	631	15	32	8	21	20b	
6	631	15	33	1	9	20b	
6	632	15	33	10	31	21a	
6	633	15	34	1	9	21b	
6	634	15	34	10	18	22a	
6	634	15	35	1	1	22a	
6	635	15	35	2	18	22b	
6	635	15	36	1	5	22b	
6	636	15	36	6	29	23a	
6	637	15	36	30	52	23b	
6	638	15	36	53	53	24a	
6	638	15	37	1	20	24a	
6	639	15	37	21	44	24b	
6	640	15	37	45	45	25a	
6	640	15	38	1	21	25a	
6	640	15	39	1	1	25a	
6	641	15	39	2	25	25b	
6	642	15	39	26	27	26a	
6	647	---	---	---	---	---	
6	648	16	1	1	18	1a	
6	649	16	1	19	31	1b	
6	649	16	2	1	7	1b	
6	650	16	2	8	24	2a	
6	650	16	3	1	6	2a	
6	651	16	3	7	30	2b	
6	652	16	3	31	47	3a	
6	652	16	4	1	4	3a	
6	653	16	4	5	23	3b	
6	654	16	4	24	28	4a	
6	654	16	5	1	15	4a	
6	655	16	6	1	23	4b	
6	656	16	6	24	28	5a	
6	656	16	7	1	17	5a	
6	657	16	7	18	42	5b	
6	658	16	7	43	67	6a	
6	659	16	7	68	76	6b	
6	659	16	8	1	11	6b	
6	660	16	8	12	33	7a	
6	661	16	8	34	38	7b	
6	667	---	---	---	---	---	
6	668	17	1	1	19	1a	
6	669	17	1	20	43	1b	
6	670	17	1	44	46	2a	
6	670	17	2	1	17	2a	
6	671	17	2	18	26	2b	
6	671	17	3	1	9	2b	
6	672	17	3	10	28	3a	
6	673	17	3	29	38	3b	
6	679	---	---	---	---	---	
6	680	18	1	1	20	1a	
6	681	18	1	21	26	1b	
6	681	18	2	1	16	1b	
6	682	18	2	17	40	2a	
6	683	18	2	41	54	2b	
6	683	18	3	1	9	2b	
6	684	18	3	10	33	3a	
6	685	18	3	34	44	3b	
6	685	18	4	1	10	3b	
6	686	18	4	11	23	4a	
6	686	18	5	1	7	4a	
6	687	18	5	8	27	4b	
6	688	18	5	28	48	5a	
6	689	18	5	49	65	5b	
6	690	18	5	66	68	6a	
6	690	18	6	1	16	6a	
6	691	18	6	17	42	6b	
6	692	18	6	43	67	7a	
6	693	18	6	68	93	7b	
6	694	18	6	94	105	8a	parvan ends
