vol.	page	parva	adhy.	from v.	to v.	ipage	remark(s)
2	607	3	305	1	18	299b	
2	608	3	305	19	23	300a	
2	608	3	306	1	16	300a	
2	609	3	306	17	28	300b	
2	609	3	307	1	6	300b	
2	610	3	307	7	27	301a	
2	611	3	307	28	28	301b	
2	611	3	308	1	19	301b	
2	612	3	308	20	27	302a	
2	612	3	309	1	13	302a	
2	613	3	309	14	25	302b	
2	613	3	310	1	10	302b	
2	614	3	310	11	32	303a	
2	615	3	310	33	42	303b	
2	615	3	311	1	8	303b	
2	616	3	311	9	21	304a	
2	616	3	312	1	6	304a	
2	617	3	312	7	30	304b	
2	618	3	312	31	45	305a	
2	618	3	313	1	6	305a	
2	619	3	313	7	28	305b	
2	620	3	313	29	45	306a	
2	621	3	313	46	53	306b	
2	622	3	313	54	62	307a	
2	623	3	313	63	73	307b	
2	624	3	313	74	83	308a	
2	625	3	313	84	91	308b	
2	626	3	313	92	106	309a	
2	627	3	313	107	120	309b	
2	628	3	313	121	133	310a	
2	628	3	314	1	5	310a	
2	629	3	314	6	16	310b	
2	630	3	314	17	29	311a	
2	630	3	315	1	6	311a	
2	631	3	315	7	29	311b	
2	632	3	315	30	31	312a	
2	632	3	---	---	---	312a	
2	633	3	---	---	---	312b	
2	634	3	---	---	---	313a	
2	635	3	---	---	---	313b	
2	636	3	---	---	---	314a	
2	637	3	---	---	---	314b	Text ends
