vol.	page	parva	adhy.	from v.	to v.	ipage	remark(s)
2	65	3	24	12	26	27b	
2	65	3	25	1	1	27b	
2	66	3	25	2	15	28a	
2	67	3	25	16	19	28b	
2	67	3	25	1	14	28b	
2	68	3	26	15	25	29a	
2	68	3	27	1	9	29a	
2	69	3	27	10	29	29b	
2	70	3	27	30	40	30a	
2	70	3	28	1	10	30a	
2	71	3	28	11	31	30b	
2	72	3	28	32	36	31a	
2	72	3	29	1	11	31a	
2	73	3	29	12	27	31b	
2	74	3	29	28	45	32a	
2	75	3	29	46	51	32b	
2	75	3	30	1	10	32b	
2	76	3	30	11	26	33a	
2	77	3	30	27	36	33b	
2	78	3	30	37	43	34a	
2	78	3	31	1	4	34a	
2	79	3	31	5	18	34b	
2	80	3	31	19	31	35a	
2	81	3	31	32	41	35b	
2	82	3	31	42	42	36a	
2	82	3	32	1	10	36a	
2	83	3	32	11	27	36b	
2	84	3	32	28	42	37a	
2	85	3	32	43	57	37b	
2	86	3	32	58	62	38a	
2	86	3	33	1	10	38a	
2	87	3	33	11	30	38b	
2	88	3	33	31	48	39a	
2	89	3	33	49	64	39b	
2	90	3	33	65	79	40a	
2	91	3	33	80	90	40b	
2	91	3	34	1	4	40b	
2	92	3	34	5	18	41a	
2	93	3	34	19	22	41b	
2	93	3	35	1	9	41b	
2	94	3	35	10	28	42a	
2	95	3	35	29	34	42b	
2	95	3	36	1	10	42b	
2	96	3	36	11	33	43a	
2	97	3	36	34	45	43b	
2	97	3	37	1	7	43b	
2	98	3	37	8	29	44a	
2	99	3	37	30	52	44b	
2	100	3	37	53	59	45a	
2	100	3	38	1	13	45a	
2	101	3	38	14	35	45b	
2	102	3	39	1	22	46a	
2	103	3	39	23	45	46b	
2	104	3	39	46	68	47a	
2	105	3	39	69	84	47b	
2	105	3	40	1	6	47b	
2	106	3	40	7	27	48a	
2	107	3	40	28	28	48b	
2	107	3	41	1	19	48b	
2	108	3	41	20	42	49a	
2	109	3	41	43	49	49b	
2	109	3	42	1	12	49b	
2	110	3	42	13	35	50a	
2	111	3	42	36	42	50b	
2	111	3	43	1	8	50b	
2	112	3	43	9	30	51a	
2	113	3	43	32	32	51b	
2	113	3	44	1	11	51b	
2	113	3	45	1	4	51b	
2	114	3	45	6	16	52a	
2	114	3	46	1	1	52a	
2	115	3	46	2	25	52b	
2	116	3	46	26	47	53a	
2	117	3	46	48	63	53b	
2	117	3	47	1	7	53b	
2	118	3	47	8	31	54a	
2	119	3	47	32	34	54b	
2	119	3	48	1	16	54b	
2	120	3	48	17	18	55a	
2	120	3	49	1	18	55a	
2	121	3	49	19	23	55b	
2	121	3	50	1	12	55b	
2	121	3	51	1	1	55b	
2	122	3	51	2	25	56a	
2	123	3	51	26	45	56b	
2	124	3	51	46	46	57a	
2	124	3	52	1	20	57a	
2	125	3	52	21	37	57b	
2	126	3	52	38	57	58a	
2	127	3	52	58	59	58b	
2	127	3	53	1	19	58b	
2	128	3	53	20	32	59a	
2	128	3	54	1	9	59a	
2	129	3	54	10	31	59b	
2	130	3	55	1	23	60a	
2	131	3	55	24	25	60b	
2	131	3	56	1	21	60b	
2	132	3	57	36	47	61a	should've been 62a
2	132	3	58	1	9	61a	should've been 62a
2	133	3	58	10	14	61b	should've been 62b
2	133	3	59	1	14	61b	should've been 62b
2	134	3	56	22	31	62a	should've been 61a
2	134	3	57	1	12	62a	should've been 61a
2	134	3	57	13	35	62b	should've been 61b
2	136	3	59	15	18	63a	
2	136	3	60	1	18	63a	
2	137	3	60	19	25	63b	
2	137	3	61	1	14	63b	
2	138	3	61	15	36	64a	
2	138	3	62	1	1	64a	
2	139	3	62	2	25	64b	
2	140	3	62	26	29	65a	
2	140	3	63	1	19	65a	
2	141	3	63	20	39	65b	
2	142	3	64	1	25	66a	
2	143	3	64	26	49	66b	
2	144	3	64	50	71	67a	
2	145	3	64	72	95	67b	
2	146	3	64	96	118	68a	
2	147	3	64	119	132	68b	
2	147	3	65	1	8	68b	
2	148	3	65	9	32	69a	
2	149	3	65	33	55	69b	
2	150	3	65	56	76	70a	
2	150	3	66	1	2	70a	
2	151	3	66	3	24	70b	
2	152	3	66	25	26	71a	
2	152	3	67	1	18	71a	
2	153	3	67	19	19	71b	
2	153	3	68	1	19	71b	
2	154	3	68	20	39	72a	
2	154	3	69	1	2	72a	
2	155	3	69	3	26	72b	
2	156	3	69	27	46	73a	
2	157	3	69	47	50	73b	
2	157	3	70	1	19	73b	
2	158	3	70	20	27	74a	
2	158	3	71	1	13	74a	
2	159	3	71	14	32	74b	
2	160	3	71	33	36	75a	
2	160	3	72	1	20	75a	
2	161	3	72	21	38	75b	
2	162	3	72	39	43	76a	
2	162	3	73	1	15	76a	
2	163	3	73	16	36	76b	
2	163	3	74	1	1	76b	
2	164	3	74	2	23	77a	
2	165	3	74	24	31	77b	
2	165	3	75	1	12	77b	
2	166	3	75	13	28	78a	
2	166	3	76	1	4	78a	
2	167	3	76	5	30	78b	
2	168	3	76	31	53	79a	
2	169	3	77	1	20	79b	
2	169	3	78	1	2	79b	
2	170	3	78	3	27	80a	
2	171	3	78	28	33	80b	
2	171	3	79	1	16	80b	
2	172	3	79	17	27	81a	
2	172	3	80	1	7	81a	
2	173	3	80	8	29	81b	
2	174	3	80	30	30	82a	
2	174	3	81	1	22	82a	
2	175	3	82	1	22	82b	
2	176	3	82	23	38	83a	
2	177	3	82	39	64	83b	
2	178	3	82	65	90	84a	
2	179	3	82	91	117	84b	
2	180	3	82	118	128	85a	
2	180	3	83	1	8	85a	
2	181	3	83	9	31	85b	
2	182	3	83	32	57	86a	
2	183	3	83	58	83	86b	
2	184	3	83	84	109	87a	
2	185	3	83	110	134	87b	
2	186	3	83	135	158	88a	
2	187	3	83	159	184	88b	
2	188	3	83	185	202	89a	
2	189	3	83	203	207	89b	
2	190	3	83	208	208	90a	
2	190	3	84	1	22	90a	
2	191	3	84	23	48	90b	
2	192	3	84	49	74	91a	
2	193	3	84	75	100	91b	
2	194	3	84	101	126	92a	
2	195	3	84	127	152	92b	
2	196	3	84	153	163	93a	
2	196	3	85	1	14	93a	
2	197	3	85	15	38	93b	
2	198	3	85	39	64	94a	
2	199	3	85	65	82	94b	
2	200	3	85	83	94	95a	
2	201	3	85	95	116	95b	
2	202	3	85	117	132	96a	
2	202	3	86	1	4	96a	
2	203	3	86	5	20	96b	
2	204	3	86	21	21	97a	
2	204	3	87	1	21	97a	
2	205	3	87	22	28	97b	
2	205	3	88	1	13	97b	
2	206	3	88	14	27	98a	
2	206	3	89	1	4	98a	
2	207	3	89	5	18	98b	
2	207	3	90	1	7	98b	
2	208	3	90	8	31	99a	
2	209	3	90	32	34	99b	
2	209	3	91	1	17	99b	
2	210	3	91	18	25	100a	
2	210	3	92	1	11	100a	
2	211	3	92	12	27	100b	
2	211	3	93	1	4	100b	
2	212	3	93	5	27	101a	
2	213	3	93	28	29	101b	
2	213	3	94	1	16	101b	
2	214	3	94	17	22	102a	
2	214	3	95	1	16	102a	
2	215	3	95	17	29	102b	
2	215	3	96	1	8	102b	
2	216	3	96	9	25	103a	
2	217	3	96	26	30	103b	
2	217	3	97	1	17	103b	
2	218	3	97	18	25	104a	
2	218	3	98	1	12	104a	
2	219	3	98	13	20	104b	
2	219	3	99	1	13	104b	
2	220	3	99	14	35	105a	
2	221	3	99	36	57	105b	
2	222	3	99	58	71	106a	
2	222	3	100	1	9	106a	
2	223	3	100	10	25	106b	
2	223	3	101	1	4	106b	
2	224	3	101	5	22	107a	
2	225	3	101	23	23	107b	
2	225	3	102	1	20	107b	
2	226	3	102	21	26	108a	
2	226	3	103	1	16	108a	
2	227	3	103	17	18	108b	
2	227	3	104	1	18	108b	
2	228	3	104	19	24	109a	
2	228	3	105	1	15	109a	
2	229	3	105	16	20	109b	
2	229	3	106	1	19	109b	
2	230	3	106	20	23	110a	
2	230	3	107	1	18	110a	
2	231	3	107	19	41	110b	
2	232	3	107	42	66	111a	
2	233	3	107	67	70	111b	
2	233	3	108	1	19	111b	
2	234	3	108	20	27	112a	
2	234	3	109	1	14	112a	
2	235	3	109	15	21	112b	
2	235	3	110	1	12	112b	
2	236	3	110	13	35	113a	
2	237	3	110	36	57	113b	
2	238	3	110	58	58	114a	
2	238	3	111	1	15	114a	
2	239	3	111	16	23	114b	
2	239	3	112	1	6	114b	
2	240	3	112	7	19	115a	
2	240	3	113	1	3	115a	
2	241	3	113	4	21	115b	
2	242	3	113	22	25	116a	
2	242	3	114	1	16	116a	
2	243	3	114	17	30	116b	
2	243	3	115	1	3	116b	
2	244	3	115	4	26	117a	
2	245	3	115	27	45	117b	
2	245	3	116	1	1	117b	
2	246	3	116	2	25	118a	
2	247	3	116	26	29	118b	
2	247	3	117	1	16	118b	
2	248	3	117	17	18	119a	
2	248	3	118	1	14	119a	
2	249	3	118	15	23	119b	
2	249	3	119	1	8	119b	
2	250	3	119	9	22	120a	
2	251	3	120	1	18	120b	
2	252	3	120	19	32	121a	
2	252	3	121	1	3	121a	
2	253	3	121	4	23	121b	
2	254	3	121	24	24	122a	
2	254	3	122	1	21	122a	
2	255	3	122	22	29	122b	
2	255	3	123	1	14	122b	
2	256	3	123	15	24	123a	
2	256	3	124	1	10	123a	
2	257	3	124	11	25	123b	
2	257	3	125	1	7	123b	
2	258	3	125	8	26	124a	
2	259	3	126	1	23	124b	
2	260	3	126	24	45	125a	
2	261	3	126	45	47	125b	
2	261	3	127	1	19	125b	
2	262	3	127	20	21	126a	
2	262	3	128	1	19	126a	
2	263	3	128	20	21	126b	
2	263	3	129	1	8	126b	
2	264	3	129	9	9	127a	
2	265	3	129	10	20	127b	
2	266	3	129	21	22	128a	
2	266	3	130	1	16	128a	
2	267	3	130	17	24	128b	
2	267	3	131	1	14	128b	
2	268	3	131	15	34	129a	
2	269	3	132	1	18	129b	
2	270	3	132	19	23	130a	
2	270	3	133	1	9	130a	
2	271	3	133	10	23	130b	
2	272	3	133	24	26	131a	
2	273	3	133	27	29	131b	
2	274	3	133	30	30	132a	
2	274	3	134	1	8	132a	
2	275	3	134	9	11	132b	
2	276	3	134	12	14	133a	
2	277	3	134	15	16	133b	
2	278	3	134	17	17	134a	
2	279	3	134	18	19	134b	
2	280	3	134	20	25	135a	
2	281	3	134	26	38	135b	
2	282	3	134	39	41	136a	
2	282	3	135	1	16	136a	
2	283	3	135	17	39	136b	
2	284	3	135	40	60	137a	
2	285	3	136	1	20	137b	
2	286	3	137	1	19	138a	
2	286	3	138	1	1	138a	
2	287	3	138	2	22	138b	
2	288	3	138	23	28	139a	
2	288	3	139	1	15	139a	
2	288x	3	139	16	20	139b	page missing 
2	288x	3	140	1	15	139b	page missing 
2	288y	3	140	16	29	140a	page missing 
2	288y	3	141	1	7	140a	page missing 
2	289	3	141	8	28	140b	
2	290	3	142	1	22	141a	
2	291	3	142	23	45	141b	
2	292	3	142	46	63	142a	
2	292	3	143	1	2	142a	
2	293	3	143	3	23	142b	
2	293	3	144	1	1	142b	
2	294	3	144	2	25	143a	
2	295	3	144	26	28	143b	
2	295	3	145	1	18	143b	
2	296	3	145	19	40	144a	
2	297	3	145	41	54	144b	
2	297	3	146	1	6	144b	
2	298	3	146	7	25	145a	
2	299	3	146	26	45	145b	
2	300	3	146	45	68	146a	
2	301	3	146	69	91	146b	
2	302	3	146	92	96	147a	
2	302	3	147	1	10	147a	
2	303	3	147	11	33	147b	
2	304	3	147	34	34	148a	
2	304	3	148	1	20	148a	
2	305	3	148	21	22	148b	
2	305	3	149	1	16	148b	
2	306	3	149	17	29	149a	
2	307	3	149	30	40	149b	
2	307	3	150	1	7	149b	
2	308	3	150	8	29	150a	
2	309	3	150	30	49	150b	
2	310	3	150	50	52	151a	
2	310	3	151	1	18	151a	
2	311	3	151	19	19	151b	
2	311	3	152	1	14	151b	
2	311	3	153	1	5	151b	
2	312	3	153	6	16	152a	
2	312	3	154	1	11	152a	
2	313	3	154	12	27	152b	
2	313	3	155	1	2	152b	
2	314	3	155	3	25	153a	
2	315	3	155	26	34	153b	
2	315	3	156	1	13	153b	
2	316	3	156	14	21	154a	
2	316	3	157	1	14	154a	
2	317	3	157	15	38	154b	
2	318	3	157	39	61	155a	
2	319	3	157	62	72	155b	
2	319	3	158	1	10	155b	
2	320	3	158	11	36	156a	
2	321	3	158	37	59	156b	
2	322	3	158	60	82	157a	
2	323	3	158	83	103	157b	
2	324	3	159	1	22	158a	
2	325	3	159	23	32	158b	
2	325	3	160	1	11	158b	
2	326	3	160	12	35	159a	
2	327	3	160	36	57	159b	
2	328	3	160	58	77	160a	
2	329	3	161	1	22	160b	
2	330	3	161	23	46	161a	
2	331	3	161	47	63	161b	
2	332	3	162	1	17	162a	
2	333	3	162	18	36	162b	
2	334	3	162	37	38	163a	
2	334	3	163	1	17	163a	
2	335	3	163	18	33	163b	
2	336	3	163	34	42	164a	
2	336	3	164	1	7	164a	
2	337	3	164	8	20	164b	
2	337	3	165	1	1	164b	
2	338	3	165	2	14	165a	
2	338	3	166	1	6	165a	
2	339	3	166	7	17	165b	
2	339	3	167	1	11	165b	
2	340	3	167	12	36	166a	
2	341	3	167	37	57	166b	
2	341	3	168	1	3	166b	
2	342	3	168	4	27	167a	
2	343	3	168	28	51	167b	
2	344	3	168	52	73	168a	
2	345	3	168	74	86	168b	
2	345	3	169	1	8	168b	
2	346	3	169	9	24	169a	
2	346	3	170	1	7	169a	
2	347	3	170	8	28	169b	
2	348	3	170	29	29	170a	
2	348	3	171	1	22	170a	
2	349	3	171	23	30	170b	
2	349	3	172	1	14	170b	
2	350	3	172	15	35	171a	
2	350	3	173	1	1	171a	
2	351	3	173	2	27	171b	
2	352	3	173	28	47	172a	
2	353	3	173	48	72	172b	
2	354	3	173	73	75	173a	
2	354	3	174	1	16	173a	
2	355	3	174	17	17	173b	
2	355	3	175	1	17	173b	
2	356	3	175	18	25	174a	
2	356	3	176	1	9	174a	
2	357	3	176	10	23	174b	
2	358	3	177	1	16	175a	
2	359	3	177	17	24	175b	
2	359	3	178	1	10	175b	
2	360	3	178	11	33	176a	
2	361	3	179	1	23	176b	
2	362	3	179	24	45	177a	
2	363	3	179	46	54	177b	
2	363	3	180	1	12	177b	
2	364	3	180	13	24	178a	
2	365	3	180	25	33	178b	
2	366	3	180	34	38	179a	
2	366	3	181	1	8	179a	v.38 for v.8
2	367	3	181	9	16	179b	
2	368	3	181	17	24	180a	
2	369	3	181	25	32	180b	
2	370	3	181	33	49	181a	
2	370	3	182	1	1	181a	
2	371	3	182	2	18	181b	
2	371	3	183	1	2	181b	
2	372	3	183	3	23	182a	
2	373	3	183	24	40	182b	
2	374	3	183	41	60	183a	
2	375	3	183	61	78	183b	
2	376	3	183	79	90	184a	
2	377	3	183	91	95	184b	
2	377	3	184	1	11	184b	
2	378	3	184	12	23	185a	
2	378	3	185	1	4	185a	
2	379	3	185	5	22	185b	
2	380	3	185	23	37	186a	
2	380	3	186	1	1	186a	
2	381	3	186	2	15	186b	
2	382	3	186	16	24	187a	
2	383	3	186	25	30	187b	
2	384	3	187	1	13	188a	
2	385	3	187	14	33	188b	
2	386	3	187	34	55	189a	
2	387	3	187	56	58	189b	
2	387	3	188	1	8	189b	
2	388	3	188	9	20	190a	
2	389	3	188	21	32	190b	
2	390	3	188	33	48	191a	
2	391	3	188	49	67	191b	
2	392	3	188	68	83	192a	
2	393	3	188	84	100	192b	
2	394	3	188	101	126	193a	
2	395	3	188	127	143	193b	
2	395	3	189	1	4	193b	
2	396	3	189	5	28	194a	
2	397	3	189	29	47	194b	
2	398	3	189	48	59	195a	
2	398	3	190	1	8	195a	
2	399	3	190	9	30	195b	
2	400	3	190	31	54	196a	
2	401	3	190	55	76	196b	
2	402	3	190	77	97	197a	
2	403	3	191	1	22	197b	
2	404	3	191	23	35	198a	
2	404	3	192	1	9	198a	
2	405	3	192	10	30	198b	
2	406	3	192	31	46	199a	
2	407	3	192	47	60	199b	
2	408	3	192	61	72	200a	
2	408	3	193	1	2	200a	
2	409	3	193	3	26	200b	
2	410	3	193	27	36	201a	
2	410	3	194	1	6	201a	
2	411	3	194	7	8	201b	
2	411	3	195	1	6	201b	
2	411	3	196	1	8	201b	
2	412	3	196	9	13	202a	
2	412	3	197	1	10	202a	
2	413	3	197	11	24	202b	
2	414	3	197	25	28	203a	
2	414	3	198	1	8	203a	
2	415	3	198	9	23	203b	
2	416	3	198	24	27	204a	
2	416	3	199	1	7	204a	
2	417	3	199	8	18	204b	
2	417	3	200	1	2	204b	
2	418	3	200	3	22	205a	
2	419	3	200	23	45	205b	
2	420	3	200	46	70	206a	
2	421	3	200	71	93	206b	
2	422	3	200	94	109	207a	
2	423	3	200	110	117	207b	
2	424	3	200	118	129	208a	
2	425	3	201	1	23	208b	
2	426	3	201	24	34	209a	
2	426	3	202	1	10	209a	
2	427	3	202	1	31	209b	
2	427	3	203	1	2	209b	
2	428	3	203	3	27	210a	
2	429	3	203	28	35	210b	
2	429	3	204	1	14	210b	
2	430	3	204	15	40	211a	
2	431	3	204	41	45	211b	
2	431	3	205	1	17	211b	
2	432	3	205	18	24	212a	
2	432	3	206	1	16	212a	
2	433	3	206	17	37	212b	
2	434	3	206	38	48	213a	
2	434	3	207	1	8	213a	
2	435	3	207	9	31	213b	
2	436	3	207	32	51	214a	
2	437	3	207	52	67	214b	
2	438	3	207	68	83	215a	
2	439	3	207	84	99	215b	
2	439	3	208	1	2	215b	
2	440	3	208	3	19	216a	
2	441	3	208	20	39	216b	
2	441	3	209	1	1	216b	
2	442	3	209	2	21	217a	
2	443	3	209	22	31	217b	
2	444	3	209	32	50	218a	
2	445	3	209	51	56	218b	
2	445	3	210	1	10	218b	
2	446	3	210	11	17	219a	
2	447	3	210	18	20	219b	
2	448	3	210	21	21	220a	
2	448	3	211	1	10	220a	
2	449	3	211	11	18	220b	
2	450	3	211	19	27	221a	
2	450	3	212	1	5	221a	
2	451	3	212	6	12	221b	
2	451	3	213	1	4	221b	
2	452	3	213	5	14	222a	
2	453	3	213	15	21	222b	
2	454	3	213	22	31	223a	
2	455	3	213	32	40	223b	v.4 for v.40
2	455	3	214	1	8	223b	
2	456	3	214	9	29	224a	
2	456	3	215	1	1	224a	
2	457	3	215	2	24	224b	
2	458	3	215	25	31	225a	
2	458	3	216	1	16	225a	
2	459	3	216	17	37	225b	
2	460	3	217	1	13	226a	
2	461	3	217	14	21	226b	
2	461	3	218	1	1	226b	
2	462	3	218	2	8	227a	
2	462	3	219	1	2	227a	
2	463	3	219	3	10	227b	
2	464	3	219	11	23	228a	
2	465	3	219	24	25	228b	
2	465	3	220	1	7	228b	
2	466	3	220	8	20	229a	
2	466	3	221	1	1	229a	
2	467	3	221	2	14	229b	
2	468	3	221	15	30	230a	
2	469	3	221	31	31	230b	
2	469	3	222	1	6	230b	
2	470	3	222	7	19	231a	
2	471	3	222	20	32	231b	
2	471	3	223	1	2	231b	
2	472	3	223	3	15	232a	
2	472	3	224	1	8	232a	
2	473	3	224	9	33	232b	
2	474	3	224	34	42	233a	
2	474	3	225	1	13	233a	
2	475	3	225	14	38	233b	
2	476	3	225	39	39	234a	
2	476	3	226	1	21	234a	
2	477	3	226	22	29	234b	
2	477	3	227	1	14	234b	
2	478	3	227	15	18	235a	
2	478	3	228	1	15	235a	
2	479	3	229	1	22	235b	
2	480	3	229	23	46	236a	
2	481	3	229	47	52	236b	
2	481	3	230	1	12	236b	
2	482	3	230	13	31	237a	
2	483	3	230	32	56	237b	
2	484	3	230	57	59	238a	
2	484	3	231	1	17	238a	
2	485	3	231	18	43	238b	
2	486	3	231	44	68	239a	
2	487	3	231	69	92	239b	
2	488	3	231	93	113	240a	
2	488	3	232	1	1	240a	
2	489	3	232	2	18	240b	
2	490	3	232	19	21	241a	
2	490	3	233	1	14	241a	
2	491	3	233	15	34	241b	
2	492	3	233	35	58	242a	
2	493	3	233	59	61	242b	
2	493	3	234	1	12	242b	
2	494	3	235	1	18	243a	
2	494	3	236	1	1	243a	
2	495	3	236	2	19	243b	
2	496	3	236	20	27	244a	
2	497	3	236	28	31	244b	
2	497	3	237	1	13	244b	
2	498	3	237	14	23	245a	
2	498	3	238	1	9	245a	
2	499	3	238	10	24	245b	
2	499	3	239	1	5	245b	
2	500	3	239	6	26	246a	
2	501	3	239	27	29	246b	
2	501	3	240	1	17	246b	
2	502	3	240	18	31	247a	
2	502	3	241	1	9	247a	
2	503	3	241	10	32	247b	
2	504	3	242	1	22	248a	
2	505	3	243	1	22	248b	
2	506	3	244	1	22	249a	
2	507	3	245	1	24	249b	
2	508	3	245	25	30	250a	
2	508	3	246	1	15	250a	
2	509	3	246	16	27	250b	
2	509	3	247	1	8	250b	
2	510	3	247	9	16	251a	
2	510	3	248	1	14	251a	
2	511	3	248	15	16	251b	
2	511	3	249	1	20	251b	
2	512	3	249	21	41	252a	
2	513	3	250	1	3	252b	
2	513	3	251	1	7	252b	
2	514	3	251	8	25	253a	
2	515	3	251	26	30	253b	
2	515	3	252	1	14	253b	
2	516	3	252	15	37	254a	
2	517	3	252	38	42	254b	
2	517	3	253	1	4	254b	
2	518	3	253	5	28	255a	
2	519	3	253	29	29	255b	
2	519	3	254	1	19	255b	
2	520	3	254	20	36	256a	
2	520	3	255	1	3	256a	
2	521	3	255	4	25	256b	
2	522	3	256	1	24	257a	
2	523	3	256	25	27	257b	
2	523	3	257	1	18	257b	
2	524	3	257	19	28	258a	
2	524	3	258	1	11	258a	
2	525	3	258	12	17	258b	
2	525	3	259	1	14	258b	
2	526	3	259	15	34	259a	
2	527	3	259	35	35	259b	v.25 for v.35
2	527	3	260	1	17	259b	
2	528	3	260	18	36	260a	
2	528	3	261	1	1	260a	
2	529	3	261	2	22	260b	
2	530	3	261	23	47	261a	
2	531	3	261	48	51	261b	
2	531	3	262	1	16	261b	
2	532	3	262	17	28	262a	
2	532	3	263	1	7	262a	
2	533	3	263	8	29	262b	
2	534	3	263	30	49	263a	
2	535	3	264	1	17	263b	
2	535	3	265	1	2	263b	
2	536	3	265	3	14	264a	
2	536	3	266	1	4	264a	
2	537	3	266	5	9	264b	
2	537	3	267	1	13	264b	
2	538	3	267	14	23	265a	
2	538	3	268	1	6	265a	
2	539	3	268	7	17	265b	
2	540	3	268	18	28	266a	
2	540	3	269	1	4	266a	
2	541	3	269	5	21	266b	
2	542	3	269	22	28	267a	
2	542	3	270	1	9	267a	
2	543	3	270	10	21	267b	
2	543	3	271	1	3	267b	
2	544	3	271	4	27	268a	
2	545	3	271	28	50	268b	
2	546	3	271	51	60	269a	
2	546	3	272	1	8	269a	
2	547	3	272	9	30	269b	
2	548	3	272	31	42	270a	
2	549	3	272	43	59	270b	
2	550	3	272	60	80	271a	
2	551	3	272	81	81	271b	
2	551	3	273	1	13	271b	
2	551	3	274	1	5	271b	
2	552	3	274	6	17	272a	
2	552	3	275	1	8	272a	
2	553	3	275	9	30	272b	
2	554	3	275	31	40	273a	
2	554	3	276	1	10	273a	
2	555	3	276	11	16	273b	
2	555	3	277	1	15	273b	
2	556	3	277	6	39	274a	
2	557	3	277	40	56	274b	
2	557	3	278	1	5	274b	
2	558	3	278	6	29	275a	
2	559	3	278	30	43	275b	
2	559	3	279	1	6	275b	
2	560	3	279	7	29	276a	
2	561	3	279	30	48	276b	
2	561	3	280	1	1	276b	
2	562	3	280	2	25	277a	
2	563	3	280	26	49	277b	
2	564	3	280	50	73	278a	
2	565	3	280	74	74	278b	
2	565	3	281	1	20	278b	
2	566	3	281	21	31	279a	
2	566	3	282	1	12	279a	
2	567	3	282	13	36	279b	
2	568	3	282	37	62	280a	
2	569	3	282	63	71	280b	
2	569	3	283	1	13	280b	
2	570	3	283	14	36	281a	
2	571	3	283	37	54	281b	
2	571	3	284	1	2	281b	
2	572	3	284	3	24	282a	
2	573	3	284	25	41	282b	
2	574	3	285	1	15	283a	
2	574	3	286	1	7	283a	
2	575	3	286	8	29	283b	
2	576	3	287	1	25	284a	
2	577	3	287	26	29	284b	
2	577	3	288	1	19	284b	
2	578	3	288	20	26	285a	
2	578	3	289	1	15	285a	
2	579	3	289	16	33	285b	
2	579	3	290	1	4	285b	
2	580	3	290	5	27	286a	
2	581	3	290	28	33	286b	
2	581	3	291	1	16	286b	
2	582	3	291	17	40	287a	
2	583	3	291	41	66	287b	
2	584	3	291	67	70	288a	
2	584	3	292	1	13	288a	
2	585	3	292	14	14	288b	
2	585	3	293	1	16	288b	
2	586	3	293	17	37	289a	
2	587	3	293	38	41	289b	
2	587	3	294	1	16	289b	
2	588	3	294	17	33	290a	
2	588	3	295	1	3	290a	
2	589	3	295	4	23	290b	
2	590	3	296	1	21	291a	
2	591	3	296	22	33	291b	
2	591	3	297	1	8	291b	
2	592	3	297	9	24	292a	
2	593	3	297	25	33	292b	
2	594	3	297	34	42	293a	
2	595	3	297	43	57	293b	
2	596	3	297	58	81	294a	
2	597	3	297	82	105	294b	
2	598	3	297	106	111	295a	
2	598	3	298	1	14	295a	
2	599	3	298	15	35	295b	
2	600	3	298	36	44	296a	v.144 for v.44
2	600	3	299	1	13	296a	
2	601	3	299	4	17	296b	
2	601	3	300	1	15	296b	
2	602	3	300	16	38	297a	
2	603	3	300	39	39	297b	
2	603	3	301	1	18	297b	
2	604	3	302	1	21	298a	
2	604	3	303	1	1	298a	
2	605	3	303	2	25	298b	
2	606	3	303	26	29	299a	
2	606	3	304	1	18	299a	
2	607	3	304	19	20	299b	
