vol	page	parva	adhy	from verse	to verse	ipage	
1	652	2	71	1	4	73a	
1	653	2	71	5	19	73b	
1	654	2	71	20	36	74a	
1	655	2	72	1	14	74b	
1	656	2	72	15	17	75a	
1	656	2	73	1	16	75a	
1	657	2	73	17	18	75b	
1	657	2	74	1	13	75b	
1	658	2	74	14	27	76a	
1	658	2	75	1	4	76a	
1	659	2	75	5	12	76b	
1	659	2	76	1	11	76b	
1	660	2	76	12	24	77a	
1	660	2	77	1	3	77a	
1	661	2	77	4	17	77b	
1	662	2	77	18	32	78a	
1	663	2	77	33	46	78b	
1	663	2	78	1	6	78b	
1	664	2	78	7	24	79a	
1	664	2	79	1	2	79a	
1	664x	2				79b	no scan
1	664y	2				80a	no scan
1	665	2	80	7	29	80b	
1	666	2	80	30	51	81a	
1	667	2	80	52	52	81b	
1	667	2	81	1	20	81b	
1	668	2	81	21	39	82a	
1	669	2	82	1	2	82b	
