(5,24,13)	1
(5,24,16)	1
(5,24,19)	1
(5,24,26)	1
(5,24,29)	1
(5,24,30)	2
(5,24,31)	2
(5,25,3)	1
(5,25,10)	1
(5,26,6)	1
(5,26,7)	2
(5,26,8)	1
(5,26,9)	2
(5,26,13)	1
(5,26,15)	1
(5,26,18)	1
(5,26,19)	1
(5,26,22)	1
(5,26,24)	3
(5,26,27)	1
(5,26,28)	1
(5,26,30)	1
(5,26,36)	1
(5,26,38)	1
(6,1,8)	1
(6,1,59)	1
(6,1,66)	1
(6,2,1)	1
(6,2,10)	1
(6,2,11)	1
(6,2,38)	1
(6,3,4)	1
(6,3,15)	1
(6,3,30)	1
(6,4,13)	1
(6,4,20)	1
(6,4,27)	1
(6,4,49)	1
(6,5,8)	2
(6,5,12)	1
(6,5,21)	1
(6,5,27)	1
(6,5,28)	1
(6,5,37)	1
(6,5,39)	1
(6,5,41)	1
(6,6,14)	1
(6,6,17)	1
(6,6,20)	1
(6,6,23)	1
(6,6,41)	1
(6,7,15)	1
(6,7,23)	1
(6,8,6)	1
(6,9,18)	1
(6,9,21)	1
(6,9,41)	1
(6,9,44)	1
(6,10,1)	1
(6,10,10)	1
(6,10,28)	1
(6,10,29)	2
(6,10,33)	1
(6,11,6)	1
(6,13,4)	1
(6,13,17)	1
(6,14,43)	1
(6,16,24)	1
(6,16,25)	1
(6,16,32)	1
(6,16,41)	1
(6,16,44)	1
(6,17,8)	1
(6,17,10)	1
(6,17,36)	1
(6,18,16)	1
(6,18,49)	1
(6,18,75)	1
(6,19,25)	2
(7,1,6)	1
(7,2,7)	1
(7,2,30)	1
(7,3,15)	1
(7,3,32)	1
(7,4,17)	1
(7,4,22)	1
(7,4,23)	1
(7,5,24)	1
(7,5,30)	3
(7,5,46)	1
(7,5,56)	1
(7,6,10)	1
(7,7,1)	1
(7,7,23)	1
(7,8,18)	1
(7,8,27)	2
(7,8,29)	1
(7,8,51)	1
(7,9,23)	1
(7,9,32)	2
(7,10,6)	1
(7,10,9)	1
(7,10,19)	1
(7,10,39)	1
(7,11,15)	1
(7,11,34)	2
(7,12,23)	1
(7,13,23)	1
(7,13,39)	1
(7,14,4)	1
(7,14,11)	1
(7,14,13)	1
(7,15,35)	1
(7,15,51)	1
(7,15,61)	1
(7,15,66)	1
(7,15,70)	1
(8,1,10)	1
(8,1,29)	1
(8,2,19)	1
(8,2,30)	1
(8,3,2)	1
(8,3,4)	1
(8,3,7)	1
(8,3,12)	2
(8,3,28)	1
(8,5,29)	2
(8,5,32)	1
(8,6,28)	1
(8,7,7)	1
(8,7,8)	1
(8,7,11)	1
(8,7,43)	1
(8,9,13)	1
(8,10,13)	1
(8,11,9)	1
(8,11,25)	1
(8,12,18)	1
(8,12,22)	1
(8,13,29)	1
(8,13,34)	3
(8,13,36)	1
(8,15,8)	1
(8,16,40)	1
(8,17,8)	1
(8,18,2)	1
(8,18,25)	1
(8,19,4)	1
(8,19,40)	1
(8,20,14)	2
(8,20,17)	1
(8,21,25)	1
(8,22,1)	1
(8,22,9)	1
(8,22,23)	1
(8,24,26)	1
(8,24,37)	1
(8,24,55)	1
(9,3,27)	1
(9,4,25)	1
(9,4,40)	1
(9,4,52)	1
(9,6,12)	1
(9,7,1)	1
(9,8,5)	1
(9,8,6)	2
(9,8,23)	2
(9,9,14)	1
(9,9,24)	1
(9,9,41)	1
(9,9,43)	1
(9,10,1)	1
(9,10,8)	1
(9,10,37)	1
(9,10,43)	1
(9,11,17)	1
(9,15,30)	1
(9,16,37)	1
(9,18,30)	1
(9,18,41)	1
(9,18,51)	2
(9,20,4)	1
(9,22,38)	2
(9,22,39)	1
(9,24,15)	1
(9,24,44)	1
(9,24,49)	1
(9,24,58)	1
(9,24,64)	2
(10,2,27)	1
(10,3,1)	1
(10,4,22)	1
(10,8,35)	1
(10,9,6)	1
(10,11,23)	1
(10,12,13)	1
(10,13,15)	1
(10,13,28)	1
(10,13,38)	1
(10,14,1)	1
(10,14,2)	1
(10,14,24)	1
(10,16,21)	1
(10,16,25)	1
(10,17,6)	1
(10,18,5)	1
(10,20,26)	1
(10,29,46)	1
(10,33,10)	1
(10,33,16)	1
(10,35,10)	1
(10,36,3)	1
(10,38,11)	1
(10,38,43)	1
(10,41,15)	1
(10,42,26)	1
(10,42,29)	1
(10,48,15)	1
(10,50,1)	1
(10,51,59)	1
(10,52,41)	1
(10,57,21)	1
(10,58,50)	1
(10,58,53)	1
(10,59,7)	1
(10,60,53)	1
(10,69,2)	1
(10,70,29)	1
(10,77,35)	1
(10,78,23)	1
(10,79,12)	1
(10,80,20)	1
(10,80,45)	1
(10,81,5)	1
(10,81,37)	1
(10,81,38)	1
(10,82,47)	1
(10,83,11)	1
(10,83,12)	2
(10,83,22)	1
(10,84,63)	1
(10,85,14)	1
(10,85,22)	1
(10,85,51)	1
(10,87,10)	1
(10,87,15)	1
(10,87,20)	1
(10,87,22)	2
(10,88,16)	1
(10,88,29)	1
(10,88,35)	1
(10,89,21)	1
(10,89,45)	1
(10,90,11)	1
(11,1,14)	1
(11,3,25)	1
(11,5,50)	1
(11,7,26)	1
(11,8,31)	1
(11,9,30)	1
(11,11,7)	1
(11,11,37)	1
(11,18,11)	1
(11,19,1)	1
(11,20,28)	1
(11,26,3)	1
(11,26,4)	1
(11,26,8)	1
(11,26,33)	1
(11,29,12)	1
(11,29,34)	1
(12,1,9)	1
(12,1,20)	1
(12,2,6)	1
(12,3,9)	1
(12,3,28)	1
(12,3,42)	1
(12,6,9)	1
(12,6,58)	1
(12,6,59)	1
(12,6,65)	1
(12,6,74)	1
(12,8,21)	1
(12,10,33)	1
(12,12,51)	1
